frame.number;ip.src;tcp.srcport;mqtt.clientid;mqtt.msgid;label
6971;10.6.56.1;1883;;;0
6972;10.6.56.41;49186;;;0
6973;10.6.56.50;44540;231;137;0
6974;10.6.56.41;49188;134;137;0
6975;10.6.56.1;1883;;;0
6976;10.6.56.50;44534;;;0
6977;10.6.56.50;44536;233;137;0
6978;10.6.56.50;44540;;;0
6979;10.6.56.1;1883;;;0
6980;10.6.56.1;1883;;;0
6981;10.6.56.41;49188;;;0
6982;10.6.56.50;44536;;;0
6983;10.6.56.41;49182;131;137;0
6984;10.6.56.1;1883;;;0
6985;10.6.56.41;49182;;;0
6986;10.6.56.50;44538;232;137;0
6987;10.6.56.1;1883;;;0
6988;10.6.56.36;47638;151;137;0
6989;10.6.56.50;44538;;;0
6990;10.6.56.1;1883;;;0
6991;10.6.56.36;47638;;;0
6992;10.6.56.36;47640;153;137;0
6993;10.6.56.1;1883;;;0
6994;10.6.56.36;47640;;;0
6995;10.6.56.36;47642;154;137;0
6996;10.6.56.1;1883;;;0
6997;10.6.56.36;47642;;;0
6998;10.6.56.36;47644;152;137;0
6999;10.6.56.1;1883;;;0
7000;10.6.56.36;47644;;;0
7001;10.6.56.34;40870;254;137;0
7002;10.6.56.1;1883;;;0
7003;10.6.56.34;40866;252;137;0
7004;10.6.56.1;1883;;;0
7005;10.6.56.34;40870;;;0
7006;10.6.56.34;40866;;;0
7007;10.6.56.34;40868;251;137;0
7008;10.6.56.1;1883;;;0
7009;10.6.56.34;40868;;;0
7010;10.6.56.34;40864;253;137;0
7011;10.6.56.1;1883;;;0
7012;10.6.56.34;40864;;;0
7013;10.6.56.41;49184;133;138;0
7014;10.6.56.41;49188;134;138;0
7015;10.6.56.50;44536;233;138;0
7016;10.6.56.50;44540;231;138;0
7017;10.6.56.41;49186;132;138;0
7018;10.6.56.1;1883;;;0
7019;10.6.56.41;49182;131;138;0
7020;10.6.56.1;1883;;;0
7021;10.6.56.41;49184;;;0
7022;10.6.56.50;44534;234;138;0
7023;10.6.56.1;1883;;;0
7024;10.6.56.41;49188;;;0
7025;10.6.56.1;1883;;;0
7026;10.6.56.50;44538;232;138;0
7027;10.6.56.41;49182;;;0
7028;10.6.56.1;1883;;;0
7029;10.6.56.41;49186;;;0
7030;10.6.56.1;1883;;;0
7031;10.6.56.50;44536;;;0
7032;10.6.56.1;1883;;;0
7033;10.6.56.1;1883;;;0
7034;10.6.56.50;44540;;;0
7035;10.6.56.50;44534;;;0
7036;10.6.56.50;44538;;;0
7037;10.6.56.36;47642;154;138;0
7038;10.6.56.1;1883;;;0
7039;10.6.56.36;47642;;;0
7040;10.6.56.36;47640;153;138;0
7041;10.6.56.1;1883;;;0
7042;10.6.56.36;47640;;;0
7043;10.6.56.36;47644;152;138;0
7044;10.6.56.1;1883;;;0
7045;10.6.56.36;47644;;;0
7046;10.6.56.36;47638;151;138;0
7047;10.6.56.1;1883;;;0
7048;10.6.56.36;47638;;;0
7049;10.6.56.34;40866;252;138;0
7050;10.6.56.34;40870;254;138;0
7051;10.6.56.1;1883;;;0
7052;10.6.56.1;1883;;;0
7053;10.6.56.34;40866;;;0
7054;10.6.56.34;40870;;;0
7055;10.6.56.34;40868;251;138;0
7056;10.6.56.1;1883;;;0
7057;10.6.56.34;40868;;;0
7058;10.6.56.34;40864;253;138;0
7059;10.6.56.1;1883;;;0
7060;10.6.56.34;40864;;;0
7061;10.6.56.41;49184;133;139;0
7062;10.6.56.50;44534;234;139;0
7063;10.6.56.41;49186;132;139;0
7064;10.6.56.1;1883;;;0
7065;10.6.56.1;1883;;;0
7066;10.6.56.41;49188;134;139;0
7067;10.6.56.1;1883;;;0
7068;10.6.56.41;49182;131;139;0
7069;10.6.56.1;1883;;;0
7070;10.6.56.1;1883;;;0
7071;10.6.56.41;49188;;;0
7072;10.6.56.41;49184;;;0
7073;10.6.56.50;44536;233;139;0
7074;10.6.56.41;49186;;;0
7075;10.6.56.50;44540;231;139;0
7076;10.6.56.41;49182;;;0
7077;10.6.56.1;1883;;;0
7078;10.6.56.1;1883;;;0
7079;10.6.56.50;44538;232;139;0
7080;10.6.56.1;1883;;;0
7081;10.6.56.50;44536;;;0
7082;10.6.56.50;44538;;;0
7083;10.6.56.50;44534;;;0
7084;10.6.56.36;47640;153;139;0
7085;10.6.56.50;44540;;;0
7086;10.6.56.1;1883;;;0
7087;10.6.56.36;47640;;;0
7088;10.6.56.36;47642;154;139;0
7089;10.6.56.1;1883;;;0
7090;10.6.56.36;47642;;;0
7091;10.6.56.36;47644;152;139;0
7092;10.6.56.1;1883;;;0
7093;10.6.56.36;47644;;;0
7094;10.6.56.36;47638;151;139;0
7095;10.6.56.1;1883;;;0
7096;10.6.56.36;47638;;;0
7097;10.6.56.34;40866;252;139;0
7098;10.6.56.1;1883;;;0
7099;10.6.56.34;40870;254;139;0
7100;10.6.56.34;40866;;;0
7101;10.6.56.1;1883;;;0
7102;10.6.56.34;40870;;;0
7103;10.6.56.34;40868;251;139;0
7104;10.6.56.1;1883;;;0
7105;10.6.56.34;40868;;;0
7106;10.6.56.34;40864;253;139;0
7107;10.6.56.1;1883;;;0
7108;10.6.56.34;40864;;;0
7109;10.6.56.41;123;;;0
7110;10.6.56.1;123;;;0
7111;10.6.56.36;123;;;0
7112;10.6.56.1;123;;;0
7113;10.6.56.41;49182;131;140;0
7114;10.6.56.41;49188;134;140;0
7115;10.6.56.50;44534;234;140;0
7116;10.6.56.50;44540;231;140;0
7117;10.6.56.1;1883;;;0
7118;10.6.56.41;49184;133;140;0
7119;10.6.56.50;44538;232;140;0
7120;10.6.56.1;1883;;;0
7121;10.6.56.41;49186;132;140;0
7122;10.6.56.50;44536;233;140;0
7123;10.6.56.1;1883;;;0
7124;10.6.56.1;1883;;;0
7125;10.6.56.41;49182;;;0
7126;10.6.56.50;44534;;;0
7127;10.6.56.1;1883;;;0
7128;10.6.56.41;49188;;;0
7129;10.6.56.1;1883;;;0
7130;10.6.56.41;49184;;;0
7131;10.6.56.1;1883;;;0
7132;10.6.56.41;49186;;;0
7133;10.6.56.1;1883;;;0
7134;10.6.56.50;44536;;;0
7135;10.6.56.50;44540;;;0
7136;10.6.56.50;44538;;;0
7137;10.6.56.36;47642;154;140;0
7138;10.6.56.1;1883;;;0
7139;10.6.56.36;47642;;;0
7140;10.6.56.36;47640;153;140;0
7141;10.6.56.1;1883;;;0
7142;10.6.56.36;47640;;;0
7143;10.6.56.36;47644;152;140;0
7144;10.6.56.1;1883;;;0
7145;10.6.56.36;47644;;;0
7146;10.6.56.36;47638;151;140;0
7147;10.6.56.1;1883;;;0
7148;10.6.56.36;47638;;;0
7149;10.6.56.34;40866;252;140;0
7150;10.6.56.1;1883;;;0
7151;10.6.56.34;40870;254;140;0
7152;10.6.56.34;40866;;;0
7153;10.6.56.1;1883;;;0
7154;10.6.56.34;40870;;;0
7155;10.6.56.34;40868;251;140;0
7156;10.6.56.1;1883;;;0
7157;10.6.56.34;40868;;;0
7158;10.6.56.34;40864;253;140;0
7159;10.6.56.1;1883;;;0
7160;10.6.56.34;40864;;;0
7161;10.6.56.50;123;;;0
7162;10.6.56.1;123;;;0
7163;10.6.56.50;44538;232;141;0
7164;10.6.56.50;44536;233;141;0
7165;10.6.56.41;49182;131;141;0
7166;10.6.56.41;49186;132;141;0
7167;10.6.56.50;44534;234;141;0
7168;10.6.56.41;49188;134;141;0
7169;10.6.56.50;44540;231;141;0
7170;10.6.56.1;1883;;;0
7171;10.6.56.1;1883;;;0
7172;10.6.56.41;49184;133;141;0
7173;10.6.56.1;1883;;;0
7174;10.6.56.1;1883;;;0
7175;10.6.56.41;49182;;;0
7176;10.6.56.1;1883;;;0
7177;10.6.56.41;49186;;;0
7178;10.6.56.1;1883;;;0
7179;10.6.56.1;1883;;;0
7180;10.6.56.41;49184;;;0
7181;10.6.56.1;1883;;;0
7182;10.6.56.41;49188;;;0
7183;10.6.56.50;44536;;;0
7184;10.6.56.50;44538;;;0
7185;10.6.56.36;47642;154;141;0
7186;10.6.56.50;44534;;;0
7187;10.6.56.50;44540;;;0
7188;10.6.56.1;1883;;;0
7189;10.6.56.36;47642;;;0
7190;10.6.56.36;47644;152;141;0
7191;10.6.56.1;1883;;;0
7192;10.6.56.36;47644;;;0
7193;10.6.56.36;47640;153;141;0
7194;10.6.56.1;1883;;;0
7195;10.6.56.36;47640;;;0
7196;10.6.56.36;47638;151;141;0
7197;10.6.56.1;1883;;;0
7198;10.6.56.36;47638;;;0
7199;10.6.56.34;40870;254;141;0
7200;10.6.56.34;40866;252;141;0
7201;10.6.56.1;1883;;;0
7202;10.6.56.1;1883;;;0
7203;10.6.56.34;40864;253;141;0
7204;10.6.56.34;40866;;;0
7205;10.6.56.1;1883;;;0
7206;10.6.56.34;40870;;;0
7207;10.6.56.34;40864;;;0
7208;10.6.56.34;40868;251;141;0
7209;10.6.56.1;1883;;;0
7210;10.6.56.34;40868;;;0
7211;10.6.56.50;44538;232;142;0
7212;10.6.56.50;44536;233;142;0
7213;10.6.56.1;1883;;;0
7214;10.6.56.1;1883;;;0
7215;10.6.56.50;44534;234;142;0
7216;10.6.56.50;44538;;;0
7217;10.6.56.41;49184;133;142;0
7218;10.6.56.50;44536;;;0
7219;10.6.56.1;1883;;;0
7220;10.6.56.1;1883;;;0
7221;10.6.56.50;44534;;;0
7222;10.6.56.41;49188;134;142;0
7223;10.6.56.50;44540;231;142;0
7224;10.6.56.41;49184;;;0
7225;10.6.56.41;49186;132;142;0
7226;10.6.56.36;47642;154;142;0
7227;10.6.56.1;1883;;;0
7228;10.6.56.41;49182;131;142;0
7229;10.6.56.1;1883;;;0
7230;10.6.56.41;49186;;;0
7231;10.6.56.1;1883;;;0
7232;10.6.56.41;49188;;;0
7233;10.6.56.1;1883;;;0
7234;10.6.56.36;47640;153;142;0
7235;10.6.56.1;1883;;;0
7236;10.6.56.50;44540;;;0
7237;10.6.56.41;49182;;;0
7238;10.6.56.1;1883;;;0
7239;10.6.56.36;47642;;;0
7240;10.6.56.36;47640;;;0
7241;10.6.56.36;47644;152;142;0
7242;10.6.56.1;1883;;;0
7243;10.6.56.36;47644;;;0
7244;10.6.56.36;47638;151;142;0
7245;10.6.56.1;1883;;;0
7246;10.6.56.36;47638;;;0
7247;10.6.56.34;40866;252;142;0
7248;10.6.56.1;1883;;;0
7249;10.6.56.34;40864;253;142;0
7250;10.6.56.1;1883;;;0
7251;10.6.56.34;40866;;;0
7252;10.6.56.34;40864;;;0
7253;10.6.56.34;40868;251;142;0
7254;10.6.56.1;1883;;;0
7255;10.6.56.34;40870;254;142;0
7256;10.6.56.1;1883;;;0
7257;10.6.56.34;40868;;;0
7258;10.6.56.34;40870;;;0
7259;10.6.56.41;123;;;0
7260;10.6.56.1;123;;;0
7261;10.6.56.50;44534;234;143;0
7262;10.6.56.50;44536;233;143;0
7263;10.6.56.50;44538;232;143;0
7264;10.6.56.50;44540;231;143;0
7265;10.6.56.41;49186;132;143;0
7266;10.6.56.1;1883;;;0
7267;10.6.56.36;47642;154;143;0
7268;10.6.56.41;49182;131;143;0
7269;10.6.56.1;1883;;;0
7270;10.6.56.1;1883;;;0
7271;10.6.56.41;49188;134;143;0
7272;10.6.56.50;44534;;;0
7273;10.6.56.1;1883;;;0
7274;10.6.56.50;44536;;;0
7275;10.6.56.1;1883;;;0
7276;10.6.56.1;1883;;;0
7277;10.6.56.1;1883;;;0
7278;10.6.56.50;44538;;;0
7279;10.6.56.41;49186;;;0
7280;10.6.56.50;44540;;;0
7281;10.6.56.41;49182;;;0
7282;10.6.56.1;1883;;;0
7283;10.6.56.36;47642;;;0
7284;10.6.56.41;49188;;;0
7285;10.6.56.36;47638;151;143;0
7286;10.6.56.41;49184;133;143;0
7287;10.6.56.1;1883;;;0
7288;10.6.56.1;1883;;;0
7289;10.6.56.41;49184;;;0
7290;10.6.56.36;47638;;;0
7291;10.6.56.36;47640;153;143;0
7292;10.6.56.1;1883;;;0
7293;10.6.56.36;47640;;;0
7294;10.6.56.36;47644;152;143;0
7295;10.6.56.1;1883;;;0
7296;10.6.56.36;47644;;;0
7297;10.6.56.34;40866;252;143;0
7298;10.6.56.1;1883;;;0
7299;10.6.56.34;40864;253;143;0
7300;10.6.56.1;1883;;;0
7301;10.6.56.34;40866;;;0
7302;10.6.56.34;40864;;;0
7303;10.6.56.34;40870;254;143;0
7304;10.6.56.1;1883;;;0
7305;10.6.56.34;40870;;;0
7306;10.6.56.34;40868;251;143;0
7307;10.6.56.1;1883;;;0
7308;10.6.56.34;40868;;;0
7309;10.6.56.36;123;;;0
7310;10.6.56.1;123;;;0
7311;10.6.56.50;123;;;0
7312;10.6.56.1;123;;;0
7313;10.6.56.50;44534;234;144;0
7314;10.6.56.1;1883;;;0
7315;10.6.56.50;44534;;;0
7316;10.6.56.50;44536;233;144;0
7317;10.6.56.1;1883;;;0
7318;10.6.56.50;44540;231;144;0
7319;10.6.56.1;1883;;;0
7320;10.6.56.50;44536;;;0
7321;10.6.56.50;44540;;;0
7322;10.6.56.50;44538;232;144;0
7323;10.6.56.1;1883;;;0
7324;10.6.56.41;49188;134;144;0
7325;10.6.56.36;47638;151;144;0
7326;10.6.56.41;49182;131;144;0
7327;10.6.56.50;44538;;;0
7328;10.6.56.1;1883;;;0
7329;10.6.56.1;1883;;;0
7330;10.6.56.1;1883;;;0
7331;10.6.56.41;49186;132;144;0
7332;10.6.56.41;49188;;;0
7333;10.6.56.36;47638;;;0
7334;10.6.56.41;49182;;;0
7335;10.6.56.1;1883;;;0
7336;10.6.56.41;49186;;;0
7337;10.6.56.36;47642;154;144;0
7338;10.6.56.1;1883;;;0
7339;10.6.56.36;47642;;;0
7340;10.6.56.41;49184;133;144;0
7341;10.6.56.1;1883;;;0
7342;10.6.56.41;49184;;;0
7343;10.6.56.36;47640;153;144;0
7344;10.6.56.1;1883;;;0
7345;10.6.56.36;47640;;;0
7346;10.6.56.36;47644;152;144;0
7347;10.6.56.1;1883;;;0
7348;10.6.56.36;47644;;;0
7349;10.6.56.34;40864;253;144;0
7350;10.6.56.1;1883;;;0
7351;10.6.56.34;40866;252;144;0
7352;10.6.56.1;1883;;;0
7353;10.6.56.34;40864;;;0
7354;10.6.56.34;40866;;;0
7355;10.6.56.34;40870;254;144;0
7356;10.6.56.1;1883;;;0
7357;10.6.56.34;40870;;;0
7358;10.6.56.34;40868;251;144;0
7359;10.6.56.1;1883;;;0
7360;10.6.56.34;40868;;;0
7361;10.6.56.50;44534;234;145;0
7362;10.6.56.50;44540;231;145;0
7363;10.6.56.50;44536;233;145;0
7364;10.6.56.50;44538;232;145;0
7365;10.6.56.1;1883;;;0
7366;10.6.56.1;1883;;;0
7367;10.6.56.41;49182;131;145;0
7368;10.6.56.41;49188;134;145;0
7369;10.6.56.1;1883;;;0
7370;10.6.56.1;1883;;;0
7371;10.6.56.1;1883;;;0
7372;10.6.56.1;1883;;;0
7373;10.6.56.41;49186;132;145;0
7374;10.6.56.41;49182;;;0
7375;10.6.56.50;44536;;;0
7376;10.6.56.1;1883;;;0
7377;10.6.56.41;49188;;;0
7378;10.6.56.50;44538;;;0
7379;10.6.56.50;44534;;;0
7380;10.6.56.41;49184;133;145;0
7381;10.6.56.41;49186;;;0
7382;10.6.56.36;47638;151;145;0
7383;10.6.56.50;44540;;;0
7384;10.6.56.1;1883;;;0
7385;10.6.56.1;1883;;;0
7386;10.6.56.41;49184;;;0
7387;10.6.56.36;47638;;;0
7388;10.6.56.36;47644;152;145;0
7389;10.6.56.1;1883;;;0
7390;10.6.56.36;47644;;;0
7391;10.6.56.36;47640;153;145;0
7392;10.6.56.1;1883;;;0
7393;10.6.56.36;47640;;;0
7394;10.6.56.36;47642;154;145;0
7395;10.6.56.1;1883;;;0
7396;10.6.56.36;47642;;;0
7397;10.6.56.34;40864;253;145;0
7398;10.6.56.34;40866;252;145;0
7399;10.6.56.34;40868;251;145;0
7400;10.6.56.1;1883;;;0
7401;10.6.56.1;1883;;;0
7402;10.6.56.1;1883;;;0
7403;10.6.56.34;40864;;;0
7404;10.6.56.34;40870;254;145;0
7405;10.6.56.34;40866;;;0
7406;10.6.56.34;40868;;;0
7407;10.6.56.1;1883;;;0
7408;10.6.56.34;40870;;;0
7409;10.6.56.50;44534;234;146;0
7410;10.6.56.50;44540;231;146;0
7411;10.6.56.1;1883;;;0
7412;10.6.56.1;1883;;;0
7413;10.6.56.50;44538;232;146;0
7414;10.6.56.1;1883;;;0
7415;10.6.56.50;44536;233;146;0
7416;10.6.56.1;1883;;;0
7417;10.6.56.50;44538;;;0
7418;10.6.56.50;44536;;;0
7419;10.6.56.41;49186;132;146;0
7420;10.6.56.50;44534;;;0
7421;10.6.56.50;44540;;;0
7422;10.6.56.1;1883;;;0
7423;10.6.56.41;49186;;;0
7424;10.6.56.41;49188;134;146;0
7425;10.6.56.41;49184;133;146;0
7426;10.6.56.1;1883;;;0
7427;10.6.56.1;1883;;;0
7428;10.6.56.41;49188;;;0
7429;10.6.56.41;49184;;;0
7430;10.6.56.36;47638;151;146;0
7431;10.6.56.41;49182;131;146;0
7432;10.6.56.1;1883;;;0
7433;10.6.56.1;1883;;;0
7434;10.6.56.41;49182;;;0
7435;10.6.56.36;47638;;;0
7436;10.6.56.36;47640;153;146;0
7437;10.6.56.1;1883;;;0
7438;10.6.56.36;47640;;;0
7439;10.6.56.36;47644;152;146;0
7440;10.6.56.1;1883;;;0
7441;10.6.56.36;47644;;;0
7442;10.6.56.36;47642;154;146;0
7443;10.6.56.1;1883;;;0
7444;10.6.56.36;47642;;;0
7445;10.6.56.34;40864;253;146;0
7446;10.6.56.1;1883;;;0
7447;10.6.56.34;40866;252;146;0
7448;10.6.56.1;1883;;;0
7449;10.6.56.34;40864;;;0
7450;10.6.56.34;40866;;;0
7451;10.6.56.34;40868;251;146;0
7452;10.6.56.1;1883;;;0
7453;10.6.56.34;40868;;;0
7454;10.6.56.34;40870;254;146;0
7455;10.6.56.1;1883;;;0
7456;10.6.56.34;40870;;;0
7457;10.6.56.41;123;;;0
7458;10.6.56.1;123;;;0
7459;10.6.56.36;123;;;0
7460;10.6.56.1;123;;;0
7461;10.6.56.50;44534;234;147;0
7462;10.6.56.50;44540;231;147;0
7463;10.6.56.1;1883;;;0
7464;10.6.56.50;44536;233;147;0
7465;10.6.56.1;1883;;;0
7466;10.6.56.1;1883;;;0
7467;10.6.56.50;44534;;;0
7468;10.6.56.50;44540;;;0
7469;10.6.56.50;44538;232;147;0
7470;10.6.56.50;44536;;;0
7471;10.6.56.1;1883;;;0
7472;10.6.56.50;44538;;;0
7473;10.6.56.41;49186;132;147;0
7474;10.6.56.1;1883;;;0
7475;10.6.56.41;49186;;;0
7476;10.6.56.41;49188;134;147;0
7477;10.6.56.1;1883;;;0
7478;10.6.56.36;47638;151;147;0
7479;10.6.56.1;1883;;;0
7480;10.6.56.41;49188;;;0
7481;10.6.56.36;47638;;;0
7482;10.6.56.36;47644;152;147;0
7483;10.6.56.1;1883;;;0
7484;10.6.56.36;47644;;;0
7485;10.6.56.36;47640;153;147;0
7486;10.6.56.1;1883;;;0
7487;10.6.56.36;47640;;;0
7488;10.6.56.36;47642;154;147;0
7489;10.6.56.41;49184;133;147;0
7490;10.6.56.1;1883;;;0
7491;10.6.56.1;1883;;;0
7492;10.6.56.36;47642;;;0
7493;10.6.56.41;49184;;;0
7494;10.6.56.41;49182;131;147;0
7495;10.6.56.1;1883;;;0
7496;10.6.56.41;49182;;;0
7497;10.6.56.34;40864;253;147;0
7498;10.6.56.1;1883;;;0
7499;10.6.56.34;40866;252;147;0
7500;10.6.56.1;1883;;;0
7501;10.6.56.34;40866;;;0
7502;10.6.56.34;40864;;;0
7503;10.6.56.34;40868;251;147;0
7504;10.6.56.1;1883;;;0
7505;10.6.56.34;40868;;;0
7506;10.6.56.34;40870;254;147;0
7507;10.6.56.1;1883;;;0
7508;10.6.56.34;40870;;;0
7509;10.6.56.50;123;;;0
7510;10.6.56.1;123;;;0
7511;10.6.56.50;44534;234;148;0
7512;10.6.56.1;1883;;;0
7513;10.6.56.50;44534;;;0
7514;10.6.56.50;44536;233;148;0
7515;10.6.56.1;1883;;;0
7516;10.6.56.50;44540;231;148;0
7517;10.6.56.50;44538;232;148;0
7518;10.6.56.1;1883;;;0
7519;10.6.56.50;44536;;;0
7520;10.6.56.1;1883;;;0
7521;10.6.56.50;44540;;;0
7522;10.6.56.50;44538;;;0
7523;10.6.56.41;49186;132;148;0
7524;10.6.56.1;1883;;;0
7525;10.6.56.41;49188;134;148;0
7526;10.6.56.36;47638;151;148;0
7527;10.6.56.1;1883;;;0
7528;10.6.56.1;1883;;;0
7529;10.6.56.41;49186;;;0
7530;10.6.56.41;49188;;;0
7531;10.6.56.36;47638;;;0
7532;10.6.56.36;47640;153;148;0
7533;10.6.56.1;1883;;;0
7534;10.6.56.36;47640;;;0
7535;10.6.56.36;47644;152;148;0
7536;10.6.56.1;1883;;;0
7537;10.6.56.36;47644;;;0
7538;10.6.56.36;47642;154;148;0
7539;10.6.56.1;1883;;;0
7540;10.6.56.41;49184;133;148;0
7541;10.6.56.1;1883;;;0
7542;10.6.56.36;47642;;;0
7543;10.6.56.41;49184;;;0
7544;10.6.56.41;49182;131;148;0
7545;10.6.56.1;1883;;;0
7546;10.6.56.41;49182;;;0
7547;10.6.56.34;40864;253;148;0
7548;10.6.56.34;40868;251;148;0
7549;10.6.56.1;1883;;;0
7550;10.6.56.1;1883;;;0
7551;10.6.56.34;40864;;;0
7552;10.6.56.34;40870;254;148;0
7553;10.6.56.1;1883;;;0
7554;10.6.56.34;40866;252;148;0
7555;10.6.56.1;1883;;;0
7556;10.6.56.34;40868;;;0
7557;10.6.56.34;40866;;;0
7558;10.6.56.34;40870;;;0
7559;10.6.56.50;44534;234;149;0
7560;10.6.56.1;1883;;;0
7561;10.6.56.50;44534;;;0
7562;10.6.56.50;44536;233;149;0
7563;10.6.56.1;1883;;;0
7564;10.6.56.50;44536;;;0
7565;10.6.56.50;44538;232;149;0
7566;10.6.56.1;1883;;;0
7567;10.6.56.50;44538;;;0
7568;10.6.56.50;44540;231;149;0
7569;10.6.56.1;1883;;;0
7570;10.6.56.50;44540;;;0
7571;10.6.56.36;47638;151;149;0
7572;10.6.56.41;49188;134;149;0
7573;10.6.56.41;49186;132;149;0
7574;10.6.56.1;1883;;;0
7575;10.6.56.1;1883;;;0
7576;10.6.56.41;49186;;;0
7577;10.6.56.1;1883;;;0
7578;10.6.56.41;49188;;;0
7579;10.6.56.36;47638;;;0
7580;10.6.56.36;47640;153;149;0
7581;10.6.56.36;47644;152;149;0
7582;10.6.56.41;49184;133;149;0
7583;10.6.56.1;1883;;;0
7584;10.6.56.1;1883;;;0
7585;10.6.56.1;1883;;;0
7586;10.6.56.36;47640;;;0
7587;10.6.56.36;47644;;;0
7588;10.6.56.41;49184;;;0
7589;10.6.56.36;47642;154;149;0
7590;10.6.56.41;49182;131;149;0
7591;10.6.56.1;1883;;;0
7592;10.6.56.1;1883;;;0
7593;10.6.56.41;49182;;;0
7594;10.6.56.36;47642;;;0
7595;10.6.56.34;40864;253;149;0
7596;10.6.56.1;1883;;;0
7597;10.6.56.34;40864;;;0
7598;10.6.56.34;40868;251;149;0
7599;10.6.56.34;40870;254;149;0
7600;10.6.56.1;1883;;;0
7601;10.6.56.1;1883;;;0
7602;10.6.56.34;40868;;;0
7603;10.6.56.34;40870;;;0
7604;10.6.56.34;40866;252;149;0
7605;10.6.56.1;1883;;;0
7606;10.6.56.34;40866;;;0
7607;10.6.56.41;123;;;0
7608;10.6.56.1;123;;;0
7609;10.6.56.50;44534;234;150;0
7610;10.6.56.1;1883;;;0
7611;10.6.56.50;44534;;;0
7612;10.6.56.50;44536;233;150;0
7613;10.6.56.50;44540;231;150;0
7614;10.6.56.1;1883;;;0
7615;10.6.56.1;1883;;;0
7616;10.6.56.50;44536;;;0
7617;10.6.56.50;44540;;;0
7618;10.6.56.50;44538;232;150;0
7619;10.6.56.1;1883;;;0
7620;10.6.56.50;44538;;;0
7621;10.6.56.41;49186;132;150;0
7622;10.6.56.1;1883;;;0
7623;10.6.56.41;49186;;;0
7624;10.6.56.36;47638;151;150;0
7625;10.6.56.1;1883;;;0
7626;10.6.56.36;47638;;;0
7627;10.6.56.41;49188;134;150;0
7628;10.6.56.1;1883;;;0
7629;10.6.56.41;49188;;;0
7630;10.6.56.41;49184;133;150;0
7631;10.6.56.1;1883;;;0
7632;10.6.56.41;49184;;;0
7633;10.6.56.36;47640;153;150;0
7634;10.6.56.1;1883;;;0
7635;10.6.56.41;49182;131;150;0
7636;10.6.56.36;47640;;;0
7637;10.6.56.1;1883;;;0
7638;10.6.56.36;47644;152;150;0
7639;10.6.56.41;49182;;;0
7640;10.6.56.36;47642;154;150;0
7641;10.6.56.1;1883;;;0
7642;10.6.56.1;1883;;;0
7643;10.6.56.36;47644;;;0
7644;10.6.56.36;47642;;;0
7645;10.6.56.34;40864;253;150;0
7646;10.6.56.1;1883;;;0
7647;10.6.56.34;40864;;;0
7648;10.6.56.34;40866;252;150;0
7649;10.6.56.1;1883;;;0
7650;10.6.56.34;40868;251;150;0
7651;10.6.56.1;1883;;;0
7652;10.6.56.34;40866;;;0
7653;10.6.56.34;40868;;;0
7654;10.6.56.34;40870;254;150;0
7655;10.6.56.1;1883;;;0
7656;10.6.56.34;40870;;;0
7657;10.6.56.36;123;;;0
7658;10.6.56.1;123;;;0
7659;10.6.56.50;123;;;0
7660;10.6.56.1;123;;;0
7661;10.6.56.50;44536;233;151;0
7662;10.6.56.50;44540;231;151;0
7663;10.6.56.1;1883;;;0
7664;10.6.56.1;1883;;;0
7665;10.6.56.50;44538;232;151;0
7666;10.6.56.50;44534;234;151;0
7667;10.6.56.50;44536;;;0
7668;10.6.56.50;44540;;;0
7669;10.6.56.1;1883;;;0
7670;10.6.56.1;1883;;;0
7671;10.6.56.50;44534;;;0
7672;10.6.56.50;44538;;;0
7673;10.6.56.41;49186;132;151;0
7674;10.6.56.1;1883;;;0
7675;10.6.56.41;49186;;;0
7676;10.6.56.41;49188;134;151;0
7677;10.6.56.41;49184;133;151;0
7678;10.6.56.1;1883;;;0
7679;10.6.56.1;1883;;;0
7680;10.6.56.41;49188;;;0
7681;10.6.56.36;47638;151;151;0
7682;10.6.56.41;49184;;;0
7683;10.6.56.1;1883;;;0
7684;10.6.56.41;49182;131;151;0
7685;10.6.56.36;47638;;;0
7686;10.6.56.1;1883;;;0
7687;10.6.56.41;49182;;;0
7688;10.6.56.36;47640;153;151;0
7689;10.6.56.1;1883;;;0
7690;10.6.56.36;47644;152;151;0
7691;10.6.56.1;1883;;;0
7692;10.6.56.36;47640;;;0
7693;10.6.56.36;47644;;;0
7694;10.6.56.36;47642;154;151;0
7695;10.6.56.1;1883;;;0
7696;10.6.56.36;47642;;;0
7697;10.6.56.34;40864;253;151;0
7698;10.6.56.1;1883;;;0
7699;10.6.56.34;40870;254;151;0
7700;10.6.56.1;1883;;;0
7701;10.6.56.34;40864;;;0
7702;10.6.56.34;40868;251;151;0
7703;10.6.56.34;40866;252;151;0
7704;10.6.56.1;1883;;;0
7705;10.6.56.1;1883;;;0
7706;10.6.56.34;40866;;;0
7707;10.6.56.34;40870;;;0
7708;10.6.56.34;40868;;;0
7709;10.6.56.50;44534;234;152;0
7710;10.6.56.50;44540;231;152;0
7711;10.6.56.50;44538;232;152;0
7712;10.6.56.50;44536;233;152;0
7713;10.6.56.1;1883;;;0
7714;10.6.56.1;1883;;;0
7715;10.6.56.1;1883;;;0
7716;10.6.56.1;1883;;;0
7717;10.6.56.50;44534;;;0
7718;10.6.56.50;44538;;;0
7719;10.6.56.50;44536;;;0
7720;10.6.56.41;49186;132;152;0
